100 3.1200000
200 3.1800000
300 3.1200000
400 3.1700000
500 3.2080000
600 3.2200000
700 3.2057143
800 3.2100000
900 3.1466667
1000 3.1320000
1100 3.1527273
1200 3.1433333
1300 3.1292308
1400 3.1457143
1500 3.1466667
1600 3.1450000
1700 3.1529412
1800 3.1422222
1900 3.1515789
2000 3.1520000
2100 3.1600000
2200 3.1581818
2300 3.1600000
2400 3.1583333
2500 3.1568000
2600 3.1569231
2700 3.1525926
2800 3.1457143
2900 3.1420690
3000 3.1426667
3100 3.1483871
3200 3.1600000
3300 3.1709091
3400 3.1741176
3500 3.1737143
3600 3.1766667
3700 3.1740541
3800 3.1694737
3900 3.1692308
4000 3.1630000
4100 3.1590244
4200 3.1580952
4300 3.1609302
4400 3.1618182
4500 3.1644444
4600 3.1626087
4700 3.1582979
4800 3.1633333
4900 3.1657143
5000 3.1728000
5100 3.1764706
5200 3.1761538
5300 3.1720755
5400 3.1688889
5500 3.1650909
5600 3.1650000
5700 3.1635088
5800 3.1634483
5900 3.1640678
6000 3.1666667
6100 3.1659016
6200 3.1716129
6300 3.1714286
6400 3.1712500
6500 3.1710769
6600 3.1733333
6700 3.1713433
6800 3.1658824
6900 3.1640580
7000 3.1600000
7100 3.1611268
7200 3.1638889
7300 3.1632877
7400 3.1632432
7500 3.1632000
7600 3.1663158
7700 3.1698701
7800 3.1702564
7900 3.1670886
8000 3.1680000
8100 3.1698765
8200 3.1712195
8300 3.1715663
8400 3.1733333
8500 3.1717647
8600 3.1720930
8700 3.1691954
8800 3.1709091
8900 3.1698876
9000 3.1728889
9100 3.1723077
9200 3.1726087
9300 3.1694624
9400 3.1706383
9500 3.1680000
9600 3.1708333
9700 3.1711340
9800 3.1734694
9900 3.1729293
10000 3.1712000
10100 3.1702970
10200 3.1698039
10300 3.1751456
10400 3.1734615
10500 3.1729524
10600 3.1728302
10700 3.1708411
10800 3.1674074
10900 3.1640367
11000 3.1632727
11100 3.1650450
11200 3.1642857
11300 3.1635398
11400 3.1617544
11500 3.1617391
11600 3.1617241
11700 3.1603419
11800 3.1576271
11900 3.1559664
12000 3.1566667
12100 3.1580165
12200 3.1573770
12300 3.1573984
12400 3.1593548
12500 3.1612800
12600 3.1625397
12700 3.1637795
12800 3.1609375
12900 3.1621705
13000 3.1621538
13100 3.1618321
13200 3.1612121
13300 3.1609023
13400 3.1600000
13500 3.1605926
13600 3.1617647
13700 3.1617518
13800 3.1594203
13900 3.1597122
14000 3.1608571
14100 3.1619858
14200 3.1616901
14300 3.1602797
14400 3.1597222
14500 3.1577931
14600 3.1591781
14700 3.1586395
14800 3.1589189
14900 3.1591946
15000 3.1581333
15100 3.1565563
15200 3.1560526
15300 3.1563399
15400 3.1550649
15500 3.1543226
15600 3.1553846
15700 3.1582166
15800 3.1572152
15900 3.1587421
16000 3.1570000
16100 3.1557764
16200 3.1555556
16300 3.1563190
16400 3.1556098
16500 3.1551515
16600 3.1542169
16700 3.1552096
16800 3.1535714
16900 3.1538462
17000 3.1534118
17100 3.1529825
17200 3.1539535
17300 3.1553757
17400 3.1560920
17500 3.1556571
17600 3.1563636
17700 3.1561582
17800 3.1566292
17900 3.1573184
18000 3.1573333
18100 3.1577901
18200 3.1578022
18300 3.1578142
18400 3.1565217
18500 3.1561081
18600 3.1550538
18700 3.1544385
18800 3.1557447
18900 3.1557672
19000 3.1551579
19100 3.1558115
19200 3.1558333
19300 3.1566839
19400 3.1562887
19500 3.1565128
19600 3.1567347
19700 3.1561421
19800 3.1563636
19900 3.1561809
20000 3.1566000
20100 3.1554229
20200 3.1550495
20300 3.1550739
20400 3.1541176
20500 3.1541463
20600 3.1539806
20700 3.1538164
20800 3.1532692
20900 3.1538756
21000 3.1525714
21100 3.1522275
21200 3.1518868
21300 3.1513615
21400 3.1536449
21500 3.1525581
21600 3.1522222
21700 3.1518894
21800 3.1519266
21900 3.1523288
22000 3.1534545
22100 3.1545701
22200 3.1554955
22300 3.1558744
22400 3.1562500
22500 3.1550222
22600 3.1550442
22700 3.1552423
22800 3.1564912
22900 3.1565066
23000 3.1566957
23100 3.1568831
23200 3.1570690
23300 3.1574249
23400 3.1574359
23500 3.1574468
23600 3.1567797
23700 3.1583122
23800 3.1594958
23900 3.1583264
24000 3.1585000
24100 3.1586722
24200 3.1595041
24300 3.1585185
24400 3.1581967
24500 3.1583673
24600 3.1590244
24700 3.1577328
24800 3.1579032
24900 3.1572691
25000 3.1571200
25100 3.1572908
25200 3.1571429
25300 3.1571542
25400 3.1565354
25500 3.1562353
25600 3.1567188
25700 3.1565759
25800 3.1561240
25900 3.1561390
26000 3.1566154
26100 3.1566284
26200 3.1567939
26300 3.1563498
26400 3.1556061
26500 3.1565283
26600 3.1563910
26700 3.1561049
26800 3.1556716
26900 3.1552416
27000 3.1543704
27100 3.1539483
27200 3.1530882
27300 3.1534066
27400 3.1529927
27500 3.1537455
27600 3.1542029
27700 3.1542238
27800 3.1553957
27900 3.1564158
28000 3.1577143
28100 3.1581495
28200 3.1577305
28300 3.1573145
28400 3.1576056
28500 3.1571930
28600 3.1579021
28700 3.1567944
28800 3.1566667
28900 3.1570934
29000 3.1571034
29100 3.1579381
29200 3.1578082
29300 3.1579522
29400 3.1587755
29500 3.1590508
29600 3.1586486
29700 3.1583838
29800 3.1581208
29900 3.1582609
30000 3.1584000
30100 3.1574751
30200 3.1566887
30300 3.1568317
30400 3.1564474
30500 3.1554098
30600 3.1555556
30700 3.1559609
30800 3.1555844
30900 3.1550809
31000 3.1539355
31100 3.1538264
31200 3.1532051
31300 3.1533546
31400 3.1519745
31500 3.1523810
31600 3.1526582
31700 3.1515457
31800 3.1510692
31900 3.1517241
32000 3.1510000
32100 3.1499065
32200 3.1490683
32300 3.1495975
32400 3.1487654
32500 3.1496615
32600 3.1498160
32700 3.1496024
32800 3.1509756
32900 3.1514894
33000 3.1506667
33100 3.1506949
33200 3.1502410
33300 3.1511111
33400 3.1511377
33500 3.1499701
33600 3.1501190
33700 3.1502671
33800 3.1502959
33900 3.1510324
34000 3.1502353
34100 3.1504985
34200 3.1501754
34300 3.1498542
34400 3.1497674
34500 3.1492174
34600 3.1491329
34700 3.1499712
34800 3.1501149
34900 3.1494556
35000 3.1493714
35100 3.1492877
35200 3.1487500
35300 3.1485552
35400 3.1485876
35500 3.1474930
35600 3.1477528
35700 3.1464426
35800 3.1464804
35900 3.1459610
36000 3.1461111
36100 3.1455956
36200 3.1453039
36300 3.1450138
36400 3.1449451
36500 3.1454247
36600 3.1454645
36700 3.1456131
36800 3.1452174
36900 3.1451491
37000 3.1449730
37100 3.1444744
37200 3.1443011
37300 3.1446649
37400 3.1443850
37500 3.1449600
37600 3.1439362
37700 3.1442971
37800 3.1442328
37900 3.1436412
38000 3.1432632
38100 3.1427822
38200 3.1436649
38300 3.1429765
38400 3.1435417
38500 3.1435844
38600 3.1431088
38700 3.1431525
38800 3.1434021
38900 3.1436504
39000 3.1437949
39100 3.1439386
39200 3.1433673
39300 3.1433079
39400 3.1437563
39500 3.1430886
39600 3.1436364
39700 3.1436776
39800 3.1429146
39900 3.1431579
40000 3.1434000
40100 3.1438404
40200 3.1443781
40300 3.1453102
40400 3.1455446
40500 3.1452840
40600 3.1454187
40700 3.1447666
40800 3.1448039
40900 3.1451345
41000 3.1455610
41100 3.1458881
41200 3.1459223
41300 3.1468281
41400 3.1474396
41500 3.1475663
41600 3.1474038
41700 3.1474341
41800 3.1471770
41900 3.1468258
42000 3.1463810
42100 3.1464133
42200 3.1470142
42300 3.1473286
42400 3.1466981
42500 3.1470118
